,Datetime,RA,DEC,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start,Month,Year,Day,pca,residuals
5598,2024-08-21 06:00:00,350.55766666666665,-4.214388888888889,-12.293,3.904,0.00240768759032,0.0006954,159.2208 /L,20.7311,37.539453,61.924723,0.0417354,n.a.,n.a.,20152800.0,8,2024,21,-2.936669569449869,8.617544934912125e-06
3099,2024-05-09 03:00:00,58.90204166666667,24.246361111111113,-5.407,6.154,0.00247654582544,0.0505377,13.7102 /T,166.2566,35.52134,74.692588,2.7155391,n.a.,n.a.,11156400.0,5,2024,9,2.1706125058355332,-4.789808720816668e-05
2284,2024-04-05 04:00:00,328.953,-15.07552777777778,-8.347,6.010,0.00243539189571,-0.045502,50.3904 /L,129.5018,36.560716,66.553404,-2.424499,n.a.,n.a.,8222400.0,4,2024,5,-2.5922856683321482,-2.4693904925170065e-05
3492,2024-05-25 12:00:00,267.3525833333333,-27.68261111111111,-12.075,3.973,0.00256586505825,-0.0390316,156.2764 /L,23.6655,33.112631,92.345852,-2.171347,n.a.,n.a.,12571200.0,5,2024,25,-1.5623063476788923,-3.1344562125906576e-05
7194,2024-10-26 18:00:00,153.92591666666667,14.044027777777778,-8.845,5.738,0.00268343199551,0.035638,62.7451 /L,117.1171,30.057677,115.30765,2.0908579,n.a.,n.a.,25898400.0,10,2024,26,0.5041838614214639,1.6153483474590745e-05
5772,2024-08-28 12:00:00,91.59220833333333,28.618194444444445,-8.958,5.747,0.00258354702066,0.0507341,64.0406 /L,115.8274,32.454394,90.306656,2.8632295,n.a.,n.a.,20779200.0,8,2024,28,1.6179542409394199,-7.991498367380945e-06
3585,2024-05-29 09:00:00,324.3598333333333,-17.496194444444445,-10.764,4.927,0.002493081559,-0.0252458,107.5040 /L,72.3618,34.85985,67.939923,-1.374974,n.a.,n.a.,12906000.0,5,2024,29,-2.519361444125808,2.1050687441327275e-05
6874,2024-10-13 10:00:00,327.26666666666665,-15.012083333333335,-11.307,4.601,0.00246263834971,-0.0623597,123.4269 /T,56.4551,35.720668,66.442422,-3.353269,n.a.,n.a.,24746400.0,10,2024,13,-2.5630203344346905,-2.28208920066697e-06
7442,2024-11-06 02:00:00,276.04058333333336,-27.502499999999998,-8.294,5.962,0.00261424724307,-0.0448203,51.7064 /T,128.175,31.757601,87.459877,-2.560836,n.a.,n.a.,26791200.0,11,2024,6,-1.7117546973570847,3.2717182772845285e-05
4115,2024-06-20 11:00:00,247.24145833333333,-25.922666666666668,-12.145,3.898,0.00258561681504,-0.0515119,159.9128 /T,20.037,32.605824,101.43713,-2.888423,n.a.,n.a.,14814000.0,6,2024,20,-1.2106636629646674,-4.283940224047251e-05
4718,2024-07-15 14:00:00,218.0125,-16.25136111111111,-10.636,4.923,0.00265984272776,-0.0447714,108.0598 /T,71.7977,30.575179,112.49873,-2.605916,n.a.,n.a.,16984800.0,7,2024,15,-0.6809788468988097,-7.21436228965245e-07
230,2024-01-10 14:00:00,278.01954166666667,-27.887416666666667,-5.433,6.071,0.00246336675966,-0.0486953,13.2953 /L,166.6714,35.905339,87.782865,-2.613432,n.a.,n.a.,828000.0,1,2024,10,-1.7469108958294972,-0.0001142668743586389
7287,2024-10-30 15:00:00,194.9235,-6.602277777777777,-5.916,6.340,0.00271375262908,-0.0058248,20.7679 /L,159.1762,29.618131,117.70365,-0.348806,n.a.,n.a.,26233200.0,10,2024,30,-0.2573030276800683,4.04498288900418e-05
3443,2024-05-23 11:00:00,238.06104166666665,-23.986166666666666,-12.547,3.505,0.00261422258118,-0.0419693,176.0063 /T,3.9833,31.944255,105.56085,-2.37518,n.a.,n.a.,12394800.0,5,2024,23,-1.0471787049652241,-2.6062073309732724e-05
8051,2024-12-01 11:00:00,249.39254166666666,-25.208,-4.413,4.890,0.00264497625717,-0.0359348,5.1626 /T,174.8236,31.224942,99.855342,-2.067234,n.a.,n.a.,28983600.0,12,2024,1,-1.245912267850792,1.929481693410586e-05
347,2024-01-15 11:00:00,350.8485,-5.290388888888889,-8.626,5.886,0.00244062155545,0.0302929,54.5500 /T,125.3342,36.413476,62.495808,1.6118842,n.a.,n.a.,1249200.0,1,2024,15,-2.9445042295707182,4.302803321754468e-05
2350,2024-04-07 22:00:00,6.127166666666667,1.7468611111111112,-5.315,6.016,0.00239889981686,0.0037701,11.9467 /L,168.0246,37.829369,61.486471,0.1913579,n.a.,n.a.,8460000.0,4,2024,7,3.0224087468801657,1.620225282957747e-05
6519,2024-09-28 15:00:00,143.94008333333332,18.346722222222223,-7.832,6.111,0.00267680407889,0.0347674,45.4923 /L,134.3982,30.30717,112.55794,2.0265995,n.a.,n.a.,23468400.0,9,2024,28,0.6877597383637523,1.6537330127703448e-05
2464,2024-04-12 16:00:00,73.47616666666667,27.180694444444445,-8.394,5.970,0.0025247398096,0.071584,52.5399 /T,127.3455,34.001065,80.988614,3.9429678,n.a.,n.a.,8870400.0,4,2024,12,1.9268016675166388,-3.171655065292321e-05
6254,2024-09-17 14:00:00,349.06779166666666,-5.437111111111111,-12.66,3.579,0.00239454411249,-0.0220049,172.3719 /T,7.6097,37.959576,61.97492,-1.141762,n.a.,n.a.,22514400.0,9,2024,17,-2.91416040274048,-8.74613257991104e-06
4230,2024-06-25 06:00:00,319.158625,-19.804,-11.664,4.357,0.00247965546473,-0.0184209,138.2737 /L,41.6336,35.364647,69.533433,-0.991406,n.a.,n.a.,15228000.0,6,2024,25,-2.435649506479071,-5.667337314720425e-06
4706,2024-07-15 02:00:00,212.18779166666667,-14.671888888888889,-10.444,5.024,0.00267192394343,-0.0387887,102.4747 /T,77.3783,30.284132,114.17423,-2.269768,n.a.,n.a.,16941600.0,7,2024,15,-0.5763342324964521,7.143627576068189e-06
3201,2024-05-13 09:00:00,122.09091666666667,25.312,-9.027,5.704,0.00262722791484,0.0572503,66.1638 /T,113.6999,31.354202,103.64674,3.288412,n.a.,n.a.,11523600.0,5,2024,13,1.0830171287085162,-1.0610357040355053e-05
7024,2024-10-19 16:00:00,53.82270833333333,23.490166666666667,-12.039,4.092,0.00243088212065,0.0536291,149.0340 /L,30.8944,36.768708,73.19749,2.8466051,n.a.,n.a.,25286400.0,10,2024,19,2.2562821733044407,-8.140882570618815e-05
261,2024-01-11 21:00:00,298.98175,-24.167083333333334,-4.819,5.374,0.00243440151212,-0.0281338,7.1637 /T,172.8188,36.777023,78.183477,-1.494899,n.a.,n.a.,939600.0,1,2024,11,-2.098897125672292,-9.985414692308299e-05
4121,2024-06-20 17:00:00,250.82783333333333,-25.310805555555554,-12.228,3.831,0.00257820273542,-0.0511448,162.8317 /T,17.1253,32.802266,99.834349,-2.858764,n.a.,n.a.,14835600.0,6,2024,20,-1.2709486522575812,-4.545947025855635e-05
2299,2024-04-05 19:00:00,337.62279166666667,-12.8995,-7.807,6.180,0.00242048099325,-0.036805,41.8004 /L,138.1069,37.052797,64.322222,-1.948707,n.a.,n.a.,8276400.0,4,2024,5,-2.7361962023083,-1.503214899532682e-05
8152,2024-12-05 16:00:00,309.62958333333336,-21.150805555555557,-8.409,5.931,0.00255287615767,-0.0383002,52.5635 /T,127.3185,33.317385,72.417489,-2.136969,n.a.,n.a.,29347200.0,12,2024,5,-2.274741595075813,4.326543137747824e-05
6329,2024-09-20 17:00:00,31.440666666666665,15.415444444444445,-11.879,4.231,0.00241682414747,0.0437029,143.2099 /L,36.7079,37.174674,65.558496,2.308956,n.a.,n.a.,22784400.0,9,2024,20,2.6213728922965314,-3.840204869167514e-05
623,2024-01-26 23:00:00,143.42225,19.000555555555554,-12.278,3.691,0.00269720025007,0.0202977,165.8954 /L,14.0667,30.010812,111.39809,1.1940217,n.a.,n.a.,2242800.0,1,2024,26,0.6984066264783357,3.7406428207123216e-05
5195,2024-08-04 11:00:00,135.835125,21.188694444444444,-4.236,4.612,0.0026525157318,0.0355617,4.2017 /T,175.7873,31.032897,109.60105,2.0412752,n.a.,n.a.,18702000.0,8,2024,4,0.8350563936745037,-5.632117810218384e-07
5638,2024-08-22 22:00:00,12.487083333333333,6.055583333333333,-11.666,4.389,0.00242311634995,0.0300639,136.0904 /L,43.8147,36.973029,62.015668,1.5942609,n.a.,n.a.,20296800.0,8,2024,22,2.9239388909404505,2.1655465365405697e-05
5406,2024-08-13 06:00:00,234.33041666666668,-22.516305555555554,-10.285,5.118,0.00264252601268,-0.0545787,96.9194 /T,82.9323,30.944841,106.62351,-3.159808,n.a.,n.a.,19461600.0,8,2024,13,-0.9789563647607133,-2.1881034925085897e-06
195,2024-01-09 03:00:00,254.86375,-25.105444444444444,-7.03,6.300,0.00251145988358,-0.0637538,31.7403 /L,148.1823,34.477272,98.624216,-3.490578,n.a.,n.a.,702000.0,1,2024,9,-1.340054783350505,-0.00010642029684352619
7056,2024-10-21 00:00:00,74.65808333333334,27.662333333333333,-11.515,4.451,0.00247868425799,0.068743,131.1502 /L,48.7427,35.282059,82.315906,3.7244363,n.a.,n.a.,25401600.0,10,2024,21,1.9076670892768295,-8.012325099995745e-05
5127,2024-08-01 15:00:00,96.832375,28.36702777777778,-7.055,6.342,0.00258948504497,0.040228,33.8126 /L,146.1057,32.468497,92.688835,2.2620795,n.a.,n.a.,18457200.0,8,2024,1,1.5268728256330388,-1.12322023627957e-05
46,2024-01-02 22:00:00,179.20020833333334,2.441555555555556,-10.523,4.936,0.00269973861995,-0.0183302,103.3545 /L,76.4926,29.641635,118.11741,-1.084238,n.a.,n.a.,165600.0,1,2024,2,0.03768643797918557,2.4359818636145256e-05
5442,2024-08-14 18:00:00,254.86316666666667,-26.439833333333333,-10.898,4.800,0.00258923855349,-0.0670593,114.3899 /T,65.4767,32.278993,97.658004,-3.79528,n.a.,n.a.,19591200.0,8,2024,14,-1.3435370134165703,-2.834217307448334e-05
3157,2024-05-11 13:00:00,95.79991666666666,28.448305555555557,-7.837,6.151,0.00256090732956,0.0654348,44.3637 /T,135.5347,33.104154,91.598402,3.6495894,n.a.,n.a.,11365200.0,5,2024,11,1.5449015951837712,-3.8035273170858395e-05
7996,2024-11-29 04:00:00,219.99333333333334,-17.079694444444442,-6.223,6.349,0.00268712133271,-0.026018,23.8219 /L,156.1147,30.19914,111.61473,-1.524626,n.a.,n.a.,28785600.0,11,2024,29,-0.7173278882666636,2.818590718069256e-05
69,2024-01-03 21:00:00,189.264375,-1.0535555555555556,-10.174,5.125,0.00268570349639,-0.0323184,92.9639 /L,86.8799,29.934021,118.05258,-1.904454,n.a.,n.a.,248400.0,1,2024,3,-0.14512758853520208,1.0954108610770636e-05
7540,2024-11-10 04:00:00,332.853875,-13.570055555555555,-10.628,4.981,0.00249061295175,-0.0542863,101.7342 /T,78.1247,34.873156,64.979128,-2.958856,n.a.,n.a.,27144000.0,11,2024,10,-2.6556589407013367,4.118455523314949e-05
2678,2024-04-21 14:00:00,184.982,-0.8731388888888889,-11.901,4.019,0.00270489237381,-0.0148352,153.3954 /T,26.5355,29.785141,118.525,-0.867662,n.a.,n.a.,9640800.0,4,2024,21,-0.07075894544673107,2.9628502726810994e-05
2895,2024-04-30 15:00:00,302.80191666666667,-24.782555555555557,-10.538,5.033,0.00251916882951,-0.0450965,100.8919 /L,78.9675,34.103999,76.073973,-2.48546,n.a.,n.a.,10422000.0,4,2024,30,-2.1664285287669287,-5.85656857574491e-06
7028,2024-10-19 20:00:00,56.38758333333333,24.18102777777778,-11.974,4.140,0.00243616401258,0.056095,146.7569 /L,33.1666,36.599725,74.239654,2.9841587,n.a.,n.a.,25300800.0,10,2024,19,2.2138308957810438,-8.220779784446882e-05
6173,2024-09-14 05:00:00,301.1388333333333,-24.629055555555556,-11.342,4.566,0.00249457802716,-0.0707709,126.2807 /T,53.6048,34.819117,76.013688,-3.85292,n.a.,n.a.,22222800.0,9,2024,14,-2.137328706889747,-3.4460601448759766e-05
6295,2024-09-19 07:00:00,11.997958333333333,5.855722222222222,-12.425,3.798,0.00239174944746,0.016308,163.1565 /L,16.8043,38.030079,61.880985,0.8551867,n.a.,n.a.,22662000.0,9,2024,19,2.931856142861697,-8.225787420003058e-06
7438,2024-11-05 22:00:00,273.63545833333336,-27.435694444444444,-8.173,6.002,0.00261851946942,-0.0439374,49.7637 /T,130.1207,31.664619,88.609709,-2.51393,n.a.,n.a.,26776800.0,11,2024,5,-1.6700771310626816,3.247282250880019e-05
1878,2024-03-19 06:00:00,115.54991666666666,26.66033333333333,-10.86,4.772,0.00266182175413,0.0450113,113.8786 /T,65.9814,30.540846,100.72942,2.6249903,n.a.,n.a.,6760800.0,3,2024,19,1.199417113920191,3.2496962929184654e-05
5632,2024-08-22 16:00:00,9.207833333333333,4.3068888888888885,-11.763,4.321,0.00241905102541,0.0262111,139.5416 /L,40.3698,37.112797,61.713427,1.3878865,n.a.,n.a.,20275200.0,8,2024,22,2.9759488818979745,2.7423154048620592e-05
4290,2024-06-27 18:00:00,352.31666666666666,-4.776305555555555,-10.709,4.972,0.00246844112938,0.0018517,105.3288 /L,74.5371,35.557794,62.028504,0.1014736,n.a.,n.a.,15444000.0,6,2024,27,-2.9684934126331255,7.539308192811532e-05
5559,2024-08-19 15:00:00,328.27625,-15.472055555555555,-12.714,3.503,0.00242207281608,-0.0310818,176.0028 /T,3.9876,37.126282,66.272448,-1.63232,n.a.,n.a.,20012400.0,8,2024,19,-2.5816454742502257,-3.977709686740034e-05
4987,2024-07-26 19:00:00,14.89975,7.1299166666666665,-10.786,4.932,0.00246196289557,0.0280733,107.4535 /L,72.4142,35.733858,62.391413,1.5138792,n.a.,n.a.,17953200.0,7,2024,26,2.8851177177724114,5.327547201639839e-05
5548,2024-08-19 04:00:00,321.7019583333333,-18.858944444444443,-12.571,3.632,0.00243140120694,-0.0392952,170.8118 /T,9.166,36.837175,68.278697,-2.073112,n.a.,n.a.,19972800.0,8,2024,19,-2.477063796975018,-4.7401893931118665e-05
3945,2024-06-13 09:00:00,165.56845833333333,8.857333333333333,-9.624,5.425,0.00269528333451,0.0175299,80.7973 /T,99.0526,29.756159,117.14103,1.0350373,n.a.,n.a.,14202000.0,6,2024,13,0.2897063411462816,2.254852353836701e-05
5021,2024-07-28 05:00:00,33.29416666666667,15.921527777777778,-10.116,5.272,0.0024885042267,0.0359504,88.8413 /L,91.0183,34.952136,66.147687,1.958277,n.a.,n.a.,18075600.0,7,2024,28,2.590713477796559,2.8157304678982573e-05
5320,2024-08-09 16:00:00,193.20479166666667,-5.633194444444445,-8.497,5.892,0.0027081519133,-0.0075818,57.4125 /T,122.4585,29.550282,117.86264,-0.452111,n.a.,n.a.,19152000.0,8,2024,9,-0.22510883934934894,3.4351431697516015e-05
7983,2024-11-28 15:00:00,213.67833333333334,-15.595749999999999,-6.709,6.327,0.00269465332838,-0.0220225,29.6975 /L,150.2246,30.001833,113.55642,-1.295954,n.a.,n.a.,28738800.0,11,2024,28,-0.6044728340011061,3.0937737396115935e-05
6488,2024-09-27 08:00:00,127.98420833333333,23.68438888888889,-8.714,5.813,0.00264639520159,0.0467385,60.0376 /L,119.831,30.928261,106.82959,2.701938,n.a.,n.a.,23356800.0,9,2024,27,0.977063056768987,1.5624128435016635e-06
3025,2024-05-06 01:00:00,15.590875,6.833916666666666,-6.803,6.385,0.0024275548296,0.0020939,28.6815 /L,151.252,36.922226,62.288643,0.1057607,n.a.,n.a.,10890000.0,5,2024,6,2.8724170201972257,1.652414728958891e-05
4494,2024-07-06 06:00:00,110.11179166666666,27.158666666666665,-4.492,5.214,0.00259464632885,0.044798,6.0997 /T,173.8849,32.421161,98.684713,2.5169994,n.a.,n.a.,16178400.0,7,2024,6,1.2945613613719877,-2.7074653497142012e-05
1377,2024-02-27 09:00:00,188.30070833333335,-1.0956666666666668,-11.819,4.078,0.00270865256529,-0.0148159,149.1378 /L,30.7821,29.682048,118.31426,-0.868537,n.a.,n.a.,4957200.0,2,2024,27,-0.1286088120584827,3.3758278179126053e-05
1236,2024-02-21 12:00:00,122.07266666666666,25.296611111111112,-11.774,4.131,0.00268048647899,0.0298813,146.4756 /T,33.4386,30.300672,103.48662,1.7481489,n.a.,n.a.,4449600.0,2,2024,21,1.0832917748348296,4.2667272733391565e-05
2291,2024-04-05 11:00:00,333.02320833333334,-14.81261111111111,-8.104,6.091,0.00242804361817,-0.041679,46.3971 /L,133.5019,36.800999,65.436336,-2.213803,n.a.,n.a.,8247600.0,4,2024,5,-2.6618329033152053,-2.03327512733947e-05
2614,2024-04-18 22:00:00,156.74725,13.49697222222222,-11.116,4.597,0.00270695960474,0.0140734,124.4377 /T,55.435,29.582481,115.47387,0.8362187,n.a.,n.a.,9410400.0,4,2024,18,0.45406733696915796,3.814217196264043e-05
6908,2024-10-14 20:00:00,346.34179166666667,-6.012361111111111,-11.879,4.227,0.00241791925496,-0.0450465,142.6787 /T,37.2371,37.143439,62.317671,-2.37164,n.a.,n.a.,24868800.0,10,2024,14,-2.8686261880115564,6.191173476511377e-06
4569,2024-07-09 09:00:00,150.64820833333334,15.630555555555556,-7.439,6.246,0.00267080799158,0.0346854,40.0425 /T,139.8607,30.48118,114.09135,2.0143767,n.a.,n.a.,16448400.0,7,2024,9,0.5648960266854027,5.609376489041935e-06
5616,2024-08-22 00:00:00,0.46795833333333337,0.43683333333333335,-12.017,4.131,0.00241109778269,0.0148629,148.7922 /L,31.1374,37.397101,61.401933,0.786089,n.a.,n.a.,20217600.0,8,2024,22,3.1166352456433923,4.693681139323084e-05
33,2024-01-02 09:00:00,173.52091666666666,5.446361111111111,-10.707,4.830,0.00270422828185,-0.0103946,109.1888 /L,70.6626,29.562797,117.73623,-0.614358,n.a.,n.a.,118800.0,1,2024,2,0.1435520603878326,2.9464319418174515e-05
6548,2024-09-29 20:00:00,157.68575,12.329555555555554,-6.866,6.335,0.00269723117306,0.0238893,32.1262 /L,147.7914,29.924119,116.18382,1.3979167,n.a.,n.a.,23572800.0,9,2024,29,0.4348173195648992,2.786542229784618e-05
5823,2024-08-30 15:00:00,121.73695833333333,25.185833333333335,-7.413,6.247,0.00263947889284,0.0400081,39.1017 /L,140.8035,31.215855,104.19406,2.2960308,n.a.,n.a.,20962800.0,8,2024,30,1.0887948202848146,2.0427194812352827e-06
5011,2024-07-27 19:00:00,27.800833333333333,13.48386111111111,-10.324,5.171,0.0024800612288,0.0341595,94.2698 /L,85.5907,35.191964,64.739905,1.8549346,n.a.,n.a.,18039600.0,7,2024,27,2.679126444954318,3.464463831008742e-05
5929,2024-09-04 01:00:00,173.31954166666668,4.28625,-4.897,5.911,0.00270914079355,0.0132908,10.5867 /T,169.3851,29.743681,118.37567,0.7762126,n.a.,n.a.,21344400.0,9,2024,4,0.14399079317234995,3.4380873708437284e-05
3930,2024-06-12 18:00:00,158.776625,12.1885,-9.335,5.558,0.00268737237913,0.0261999,73.9588 /T,105.8954,29.947578,115.91186,1.5411563,n.a.,n.a.,14148000.0,6,2024,12,0.4156240672888858,1.7483571484706775e-05
105,2024-01-05 09:00:00,205.579125,-10.722527777777778,-9.543,5.440,0.00264893103395,-0.0518265,76.3719 /L,103.4779,30.788931,115.97369,-3.010626,n.a.,n.a.,378000.0,1,2024,5,-0.45195931424633123,-1.9947601795386287e-05
7069,2024-10-21 13:00:00,83.19725,28.432444444444446,-11.298,4.583,0.00250070868218,0.071772,124.1191 /L,55.762,34.629736,86.344918,3.9255346,n.a.,n.a.,25448400.0,10,2024,21,1.7623311193077407,-7.519090844443094e-05
4136,2024-06-21 08:00:00,260.03541666666666,-26.178,-12.427,3.663,0.00256003828861,-0.0492766,169.9221 /T,10.0525,33.285022,95.591132,-2.73345,n.a.,n.a.,14889600.0,6,2024,21,-1.4321038638428443,-4.966490120890139e-05
601,2024-01-26 01:00:00,132.257875,22.668694444444444,-12.505,3.488,0.00268498961911,0.0256335,174.2562 /L,5.7283,30.302078,107.41832,1.4987916,n.a.,n.a.,2163600.0,1,2024,26,0.9006586369436718,3.555950062882236e-05
6969,2024-10-17 09:00:00,20.420958333333335,10.209527777777778,-12.828,3.421,0.00238833811492,0.007687,177.9219 /T,2.0729,38.162991,63.102681,0.4054276,n.a.,n.a.,25088400.0,10,2024,17,2.79790380587874,-3.62318923724592e-05
5935,2024-09-04 07:00:00,175.93795833333334,2.8705555555555557,-5.169,6.125,0.002710924292,0.0114015,13.2664 /T,166.6983,29.698523,118.53521,0.6657264,n.a.,n.a.,21366000.0,9,2024,4,0.09510243099452846,3.578980597414598e-05
2540,2024-04-15 20:00:00,119.470875,25.96636111111111,-10.067,5.218,0.00264590605605,0.0537989,90.3702 /T,89.4787,30.855367,102.48303,3.1205328,n.a.,n.a.,9144000.0,4,2024,15,1.1299410081875945,1.1395322421696528e-05
300,2024-01-13 12:00:00,323.937625,-17.12847222222222,-6.805,6.335,0.00242173404867,0.0011212,27.9509 /T,151.9831,37.107253,68.561257,0.0540146,n.a.,n.a.,1080000.0,1,2024,13,-2.5111134523314873,-5.162639920971339e-05
7934,2024-11-26 14:00:00,191.434625,-4.307611111111111,-8.228,5.952,0.00270911440126,-0.001017,51.7289 /L,128.1473,29.552098,117.97313,-0.063726,n.a.,n.a.,28562400.0,11,2024,26,-0.1910936743734178,3.4860256879061264e-05
4223,2024-06-24 23:00:00,315.00345833333336,-20.419027777777778,-11.764,4.281,0.002482985382,-0.0211229,142.0807 /L,37.8336,35.287166,71.010683,-1.138133,n.a.,n.a.,15202800.0,6,2024,24,-2.3655577620487866,-1.3121258251128e-05
26,2024-01-02 02:00:00,170.44595833333332,7.041472222222222,-10.804,4.773,0.00270562433892,-0.006194,112.3246 /L,67.5298,29.545242,117.40659,-0.365048,n.a.,n.a.,93600.0,1,2024,2,0.20078804487014737,3.149193370181186e-05
4140,2024-06-21 12:00:00,262.541375,-27.97813888888889,-12.476,3.621,0.00255532863086,-0.0485626,171.6598 /T,8.3192,33.410386,94.413176,-2.688631,n.a.,n.a.,14904000.0,6,2024,21,-1.4800577990283317,-4.989953159156716e-05
1778,2024-03-15 02:00:00,55.85995833333333,23.46038888888889,-9.07,5.707,0.00251050214128,0.071714,64.3561 /T,115.5135,34.331462,73.381057,3.9353113,n.a.,n.a.,6400800.0,3,2024,15,2.221049548304472,-6.84379504591005e-06
5954,2024-09-05 02:00:00,184.17908333333332,-0.37399999999999994,-5.977,6.385,0.002714687256,0.0049292,21.8087 /T,158.134,29.58872,118.6123,0.2856195,n.a.,n.a.,21434400.0,9,2024,5,-0.05559753105779826,3.936199550237055e-05
638,2024-01-27 14:00:00,150.67641666666665,16.144111111111112,-12.102,3.843,0.0027037564763,0.0159215,159.3369 /L,20.608,29.842523,113.58784,0.9406269,n.a.,n.a.,2296800.0,1,2024,27,0.565753316969041,3.858892193103671e-05
5129,2024-08-01 17:00:00,98.05970833333333,28.313666666666666,-6.977,6.355,0.00259141991909,0.0401793,32.8201 /L,147.1003,32.424703,93.272129,2.2606493,n.a.,n.a.,18464400.0,8,2024,1,1.5055543641732858,-1.1368910586683195e-05
5326,2024-08-09 22:00:00,195.84091666666666,-6.257611111111111,-8.645,5.836,0.00270681984976,-0.0108789,60.1191 /T,119.7482,29.56595,117.53467,-0.647129,n.a.,n.a.,19173600.0,8,2024,9,-0.2722318829806684,3.377037397149724e-05
5640,2024-08-23 00:00:00,13.581708333333333,6.6329166666666675,-11.634,4.411,0.00242459289865,0.0312936,134.9429 /L,44.9602,36.922863,62.13865,1.6604282,n.a.,n.a.,20304000.0,8,2024,23,2.9065610604032575,1.988519983459969e-05
2442,2024-04-11 18:00:00,59.71554166666667,24.497500000000002,-7.674,6.202,0.00248776771241,0.0672409,40.7703 /T,139.1368,35.076995,74.946343,3.6432211,n.a.,n.a.,8791200.0,4,2024,11,2.157232055509776,-3.8531860240714234e-05
6339,2024-09-21 03:00:00,37.33445833333333,17.892944444444446,-11.714,4.347,0.00242812276134,0.0500541,137.4521 /L,42.4545,36.803735,67.261972,2.6572193,n.a.,n.a.,22820400.0,9,2024,21,2.52615388441247,-4.2809895138907865e-05
5838,2024-08-31 06:00:00,129.92933333333335,23.07411111111111,-6.871,6.354,0.00265330004806,0.0365671,31.9557 /L,147.9643,30.928103,107.53929,2.1064533,n.a.,n.a.,21016800.0,8,2024,31,0.9419008808781661,6.305046163642639e-06
4137,2024-06-21 09:00:00,260.660125,-26.12386111111111,-12.439,3.653,0.0025588544939,-0.0491062,170.3678 /T,9.6079,33.31653,95.298176,-2.722669,n.a.,n.a.,14893200.0,6,2024,21,-1.442742112445079,-4.986866296810902e-05
4982,2024-07-26 14:00:00,12.244916666666667,5.739277777777778,-10.876,4.882,0.00245868132875,0.0264571,110.2257 /L,69.6444,35.837094,62.088557,1.424907,n.a.,n.a.,17935200.0,7,2024,26,2.927289888654548,5.784875903043149e-05
1337,2024-02-25 17:00:00,170.88479166666667,6.4527222222222225,-12.278,3.678,0.00271594540225,-0.000737,166.9431 /L,13.0217,29.59676,117.78834,-0.037884,n.a.,n.a.,4813200.0,2,2024,25,0.19167470996733105,4.169838466954422e-05
228,2024-01-10 12:00:00,276.664375,-27.850916666666667,-5.534,6.130,0.00246573770231,-0.0498266,14.3289 /L,165.6353,35.833835,88.42289,-2.676655,n.a.,n.a.,820800.0,1,2024,10,-1.7234306763216503,-0.00011450707292122182
6955,2024-10-16 19:00:00,12.44125,6.08761111111111,-12.629,3.613,0.00238800088126,-0.0056691,170.2346 /T,9.7419,38.167294,61.946613,-0.289235,n.a.,n.a.,25038000.0,10,2024,16,2.9248136103300095,-1.3296062129752612e-05
3208,2024-05-13 16:00:00,125.982125,24.409138888888886,-9.182,5.636,0.00263665645566,0.0546319,69.5212 /T,110.3387,31.117968,105.27839,3.151029,n.a.,n.a.,11548800.0,5,2024,13,1.0135076940240957,-5.851631659583873e-06
5785,2024-08-29 01:00:00,99.54479166666667,28.367333333333335,-8.603,5.881,0.00259903983461,0.0482721,57.5793 /L,122.296,32.097025,94.10536,2.7377285,n.a.,n.a.,20826000.0,8,2024,29,1.4800682883568195,-6.1873328543633754e-06
1144,2024-02-17 16:00:00,68.551875,26.189,-10.585,4.960,0.00258162730563,0.0583304,102.6182 /T,77.2357,32.444136,78.75206,3.2986419,n.a.,n.a.,4118400.0,2,2024,17,2.00917960427978,3.5561050366787056e-05
7251,2024-10-29 03:00:00,179.27670833333335,1.033111111111111,-7.232,6.248,0.0027129569554,0.0081802,36.9193 /L,142.9863,29.553471,118.63251,0.479079,n.a.,n.a.,26103600.0,10,2024,29,0.032680246960540796,3.756686577896734e-05
4155,2024-06-22 03:00:00,272.077625,-27.63883333333333,-12.576,3.539,0.0025383800357,-0.0451616,174.9649 /L,5.0227,33.8613,89.886887,-2.483322,n.a.,n.a.,14958000.0,6,2024,22,-1.643726875844056,-5.046473953224627e-05
8290,2024-12-11 10:00:00,23.454541666666668,11.904361111111111,-11.438,4.514,0.0024473809779,-0.0144234,126.5513 /T,53.3343,36.234606,64.000229,-0.767476,n.a.,n.a.,29844000.0,12,2024,11,2.749992064982943,1.4293192451848586e-05
8704,2024-12-28 16:00:00,247.76225,-25.411416666666668,-6.566,6.338,0.00263719513326,-0.0442666,27.2933 /L,152.6359,31.331388,100.34757,-2.542867,n.a.,n.a.,31334400.0,12,2024,28,-1.2183124019585498,9.334261434239873e-06
7902,2024-11-25 06:00:00,177.552125,1.8024444444444445,-9.012,5.655,0.00270322447844,0.0166758,66.0754 /L,113.7809,29.603426,118.49442,0.9853575,n.a.,n.a.,28447200.0,11,2024,25,0.06445303828418662,2.7933284999101526e-05
3644,2024-05-31 20:00:00,356.27254166666665,-2.6163055555555554,-9.583,5.529,0.00246577452574,-0.0120702,75.2731 /L,104.592,35.628275,61.745316,-0.65267,n.a.,n.a.,13118400.0,5,2024,31,-3.0311027650154676,8.476345262805078e-05
