,Datetime,RA,DEC,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start,Month,Year,Day,pca,residuals
1610,2024-03-08 02:00:00,319.10425,-19.393055555555556,-7.169,6.309,0.00241680695315,-0.046402,32.7222 /L,147.2021,37.190628,69.768107,-2.450381,n.a.,n.a.,5796000.0,3,2024,8,-2.4336357106840643,-6.883007090135703e-05
6020,2024-09-07 20:00:00,213.65295833333334,-15.647416666666667,-8.182,5.999,0.00270099219057,-0.0236718,51.6173 /T,128.2622,29.733062,113.81614,-1.400419,n.a.,n.a.,21672000.0,9,2024,7,-0.6041701835936701,3.7264877677339187e-05
5414,2024-08-13 14:00:00,238.695,-23.383888888888887,-10.426,5.048,0.00263168023702,-0.05803,100.7347 /T,79.1191,31.206621,104.83549,-3.344422,n.a.,n.a.,19490400.0,8,2024,13,-1.0565420093828322,-7.973208478879654e-06
385,2024-01-17 01:00:00,10.94625,3.9780833333333336,-9.654,5.457,0.00247514714482,0.0435484,75.5644 /T,104.2959,35.328017,62.043552,2.3578566,n.a.,n.a.,1386000.0,1,2024,17,2.945090310538005,7.766423374155895e-05
4631,2024-07-11 23:00:00,178.68895833333335,1.672972222222222,-9.06,5.672,0.00270264012547,0.0054241,68.3620 /T,111.4963,29.628069,118.39161,0.3189981,n.a.,n.a.,16671600.0,7,2024,11,0.04449704644900454,2.7279260187472107e-05
2324,2024-04-06 20:00:00,351.71025,-5.9575000000000005,-6.724,6.377,0.00240362627012,-0.0185319,27.2504 /L,152.6863,37.636777,61.996777,-0.975975,n.a.,n.a.,8366400.0,4,2024,6,-2.961120477768863,9.177271817676844e-06
5713,2024-08-26 01:00:00,55.24225,23.807277777777777,-10.319,5.157,0.0025066017303,0.0553051,94.4704 /L,85.388,34.421342,73.75274,3.0359038,n.a.,n.a.,20566800.0,8,2024,26,2.232616555125679,-9.09340527114992e-06
5898,2024-09-02 18:00:00,159.48925,11.427249999999999,-4.242,4.699,0.00269585506059,0.022084,4.4612 /L,175.5267,30.045929,116.49268,1.2864946,n.a.,n.a.,21232800.0,9,2024,2,0.401334737612019,2.5592170043162773e-05
7997,2024-11-29 05:00:00,220.48833333333334,-18.894138888888886,-6.184,6.347,0.00268649188313,-0.026297,23.3701 /L,156.5677,30.215313,111.45164,-1.54047,n.a.,n.a.,28789200.0,11,2024,29,-0.7306182589412419,2.8173117177428177e-05
4320,2024-06-29 00:00:00,7.962833333333333,3.18675,-10.128,5.274,0.00247268151181,0.0096865,88.8431 /L,91.0175,35.417505,61.782479,0.5241306,n.a.,n.a.,15552000.0,6,2024,29,2.9945009728788228,8.460304936473576e-05
1240,2024-02-21 16:00:00,124.23608333333334,24.814555555555557,-11.82,4.093,0.00268330205087,0.0286178,148.3147 /T,31.6037,30.246856,104.40163,1.6757862,n.a.,n.a.,4464000.0,2,2024,21,1.0446983448111125,4.285112915272541e-05
1654,2024-03-09 22:00:00,345.37579166666666,-8.703027777777779,-4.834,5.385,0.00238663122217,-0.0086727,7.1187 /L,172.864,38.213075,62.887368,-0.456421,n.a.,n.a.,5954400.0,3,2024,9,-2.8589988151294565,-2.6863867115788694e-05
6293,2024-09-19 05:00:00,10.875083333333333,5.256472222222222,-12.456,3.771,0.00239100825818,0.0144903,164.3413 /L,15.6222,38.056532,61.769773,0.7602237,n.a.,n.a.,22654800.0,9,2024,19,2.9496640948898283,-5.610685227702347e-06
4790,2024-07-18 14:00:00,258.094875,-26.259333333333334,-11.723,4.260,0.0025620099195,-0.0619411,143.0952 /T,36.818,33.119406,96.284344,-3.451439,n.a.,n.a.,17244000.0,7,2024,18,-1.398830827842394,-5.071168041676736e-05
6038,2024-09-08 14:00:00,222.34916666666666,-18.20875,-8.658,5.828,0.002688790072,-0.0327035,59.8358 /T,120.0318,29.960307,111.09659,-1.926428,n.a.,n.a.,21736800.0,9,2024,8,-0.7609349475471204,3.192033290148931e-05
4054,2024-06-17 22:00:00,214.38333333333333,-15.979805555555554,-11.304,4.506,0.00265718565386,-0.0419608,130.5867 /T,49.2995,30.741672,113.67571,-2.429699,n.a.,n.a.,14594400.0,6,2024,17,-0.6176434125443612,-6.014146762351336e-06
522,2024-01-22 18:00:00,87.31954166666667,28.087527777777776,-11.805,4.141,0.00262302705342,0.0385312,145.4889 /T,34.4245,31.647874,87.268262,2.2037935,n.a.,n.a.,1879200.0,1,2024,22,1.6902943456450734,3.9157437487401074e-05
8418,2024-12-16 18:00:00,104.50325,27.715166666666665,-12.315,3.794,0.00251465885231,0.055483,161.4247 /L,18.529,34.460242,96.808521,3.0375044,n.a.,n.a.,30304800.0,12,2024,16,1.3927985418663693,-9.8602377074989e-05
1246,2024-02-21 22:00:00,127.44175,24.035500000000003,-11.889,4.035,0.00268729856801,0.0267418,151.0646 /T,28.8601,30.170945,105.72535,1.5680461,n.a.,n.a.,4485600.0,2,2024,21,0.9873426032485156,4.311286382543489e-05
1983,2024-03-23 15:00:00,167.29554166666668,8.329805555555556,-12.128,3.815,0.00271598647643,0.0001743,161.7609 /T,18.1902,29.577261,117.44555,0.0157172,n.a.,n.a.,7138800.0,3,2024,23,0.25852325137634846,4.270384587666933e-05
5667,2024-08-24 03:00:00,28.521791666666665,14.022944444444445,-11.179,4.700,0.00244966852924,0.0449629,119.6255 /L,60.2541,36.105288,64.865843,2.4110214,n.a.,n.a.,20401200.0,8,2024,24,2.6680964831995113,2.3619537353734323e-06
5220,2024-08-05 12:00:00,148.44058333333334,16.456194444444442,-5.082,6.066,0.00267271386871,0.031268,12.2258 /T,167.7424,30.554093,113.67666,1.8087959,n.a.,n.a.,18792000.0,8,2024,5,0.6051515228328453,9.024585087738513e-06
712,2024-01-30 16:00:00,183.75208333333333,0.28694444444444445,-11.212,4.519,0.00270650395744,-0.0154551,126.3391 /L,53.5344,29.595886,118.3024,-0.91108,n.a.,n.a.,2563200.0,1,2024,30,-0.04649944791062163,3.114893111345754e-05
6357,2024-09-21 21:00:00,48.184916666666666,21.81825,-11.412,4.543,0.00245187335835,0.0590859,127.2551 /L,52.6338,36.047597,70.981065,3.1689626,n.a.,n.a.,22885200.0,9,2024,21,2.3491919895063758,-4.670586659811637e-05
4428,2024-07-03 12:00:00,68.944375,26.427,-6.868,6.383,0.00253018865246,0.0345073,30.8126 /L,149.1141,34.020987,79.415286,1.8946124,n.a.,n.a.,15940800.0,7,2024,3,2.003029524101831,-1.666831852011573e-05
1708,2024-03-12 04:00:00,15.664125,6.843083333333333,-6.574,6.367,0.00240861438864,0.0408622,25.3214 /T,154.6193,37.477,62.269366,2.1395553,n.a.,n.a.,6148800.0,3,2024,12,2.871177012116716,-2.644519201329496e-06
2089,2024-03-28 01:00:00,214.65166666666667,-14.01088888888889,-11.845,4.082,0.00267515731381,-0.0311708,149.7450 /L,30.178,30.433708,113.91999,-1.809296,n.a.,n.a.,7520400.0,3,2024,28,-0.617120809686318,1.1936835143483166e-05
6596,2024-10-01 20:00:00,178.925625,1.2507222222222223,-4.877,5.863,0.00271521018823,0.0075825,10.2961 /L,169.6758,29.613451,118.68453,0.4414254,n.a.,n.a.,23745600.0,10,2024,1,0.03930804572134976,3.983538789702548e-05
6684,2024-10-05 12:00:00,218.412375,-17.68325,-6.666,6.358,0.00270138517768,-0.0212523,29.5938 /T,150.3297,29.848061,112.39991,-1.254105,n.a.,n.a.,24062400.0,10,2024,5,-0.6916265396408353,4.128934923382623e-05
2956,2024-05-03 04:00:00,338.19604166666664,-11.229,-9.257,5.666,0.00245820272474,-0.0348264,67.8180 /L,112.0525,35.844853,64.222352,-1.874948,n.a.,n.a.,10641600.0,5,2024,3,-2.741716228608619,2.36585568993866e-05
2240,2024-04-03 08:00:00,302.31391666666667,-24.613805555555555,-9.568,5.508,0.00249255335958,-0.0596538,74.7756 /L,105.0864,34.812576,76.294274,-3.256672,n.a.,n.a.,8064000.0,4,2024,3,-2.15756597918056,-3.370004268586548e-05
6065,2024-09-09 17:00:00,236.24308333333335,-23.8545,-9.299,5.572,0.00266310605372,-0.0462709,72.3313 /T,107.5243,30.489272,105.849,-2.700906,n.a.,n.a.,21834000.0,9,2024,9,-1.015463508338516,2.072512910744704e-05
410,2024-01-18 02:00:00,23.998,10.648361111111111,-10.179,5.200,0.00250261945399,0.0471704,89.0042 /T,90.8501,34.538967,63.742273,2.5848261,n.a.,n.a.,1476000.0,1,2024,18,2.737327032486393,6.730465628191186e-05
2417,2024-04-10 17:00:00,44.4595,19.857861111111113,-6.654,6.380,0.00245030164795,0.0562574,26.9301 /T,153.0065,36.218565,69.123703,2.9969647,n.a.,n.a.,8701200.0,4,2024,10,2.4083469757557316,-3.9259171803933315e-05
781,2024-02-02 13:00:00,215.00879166666667,-14.148972222222223,-10.267,5.095,0.00264996801431,-0.0523393,94.8520 /L,84.9946,30.748054,113.71363,-3.041406,n.a.,n.a.,2811600.0,2,2024,2,-0.6236447270355483,-1.2993073852773929e-05
1647,2024-03-09 15:00:00,341.33183333333335,-10.699722222222222,-5.26,5.930,0.0023886554991,-0.0153396,11.1460 /L,168.8271,38.14229,63.603724,-0.803624,n.a.,n.a.,5929200.0,3,2024,9,-2.7944421056535114,-3.653486213667321e-05
523,2024-01-22 19:00:00,87.916625,28.112750000000002,-11.817,4.131,0.00262395269713,0.0383947,145.9683 /T,33.9462,31.628071,87.550343,2.1966352,n.a.,n.a.,1882800.0,1,2024,22,1.680057113511757,3.8977441230264934e-05
6741,2024-10-07 21:00:00,248.20741666666666,-25.25575,-8.488,5.891,0.0026574953083,-0.0430713,55.9623 /T,123.9113,30.694705,100.66848,-2.504459,n.a.,n.a.,24267600.0,10,2024,7,-1.225586774401752,3.0204121445436428e-05
7114,2024-10-23 10:00:00,111.64516666666667,27.117833333333333,-10.513,5.007,0.00257883859788,0.0694897,100.8507 /L,79.0035,32.482631,99.813072,3.9270653,n.a.,n.a.,25610400.0,10,2024,23,1.2679946460954734,-4.5063944615670974e-05
7444,2024-11-06 04:00:00,277.24441666666667,-27.55188888888889,-8.354,5.942,0.00261207937388,-0.0452579,52.6801 /T,127.1997,31.805103,86.885617,-2.583979,n.a.,n.a.,26798400.0,11,2024,6,-1.732657247998297,3.285643447717467e-05
808,2024-02-03 16:00:00,228.759,-20.956666666666663,-9.807,5.336,0.00261198170253,-0.064041,82.0081 /L,97.8414,31.652662,109.31091,-3.667417,n.a.,n.a.,2908800.0,2,2024,3,-0.8787344464926166,-3.869853506340568e-05
5777,2024-08-28 17:00:00,94.66554166666667,28.57636111111111,-8.824,5.798,0.0025895965947,0.0498225,61.5462 /L,118.3244,32.313416,91.778414,2.8172671,n.a.,n.a.,20797200.0,8,2024,28,1.5648114585029438,-7.361994792714783e-06
1793,2024-03-15 17:00:00,64.88429166666667,25.643,-9.427,5.548,0.00253647867207,0.0718531,72.2221 /T,107.6388,33.604731,77.150612,3.9875528,n.a.,n.a.,6454800.0,3,2024,15,2.0710382892438637,-1.499603698182448e-06
8462,2024-12-18 14:00:00,131.07995833333334,22.330166666666667,-11.672,4.271,0.00257833335684,0.0620577,139.0768 /L,40.8252,32.679524,108.2231,3.4911139,n.a.,n.a.,30463200.0,12,2024,18,0.9200987346293323,-6.996251772460995e-05
184,2024-01-08 16:00:00,247.97379166666667,-24.22888888888889,-7.446,6.218,0.00252868218236,-0.0661815,37.4768 /L,142.4332,33.980748,101.698,-3.650423,n.a.,n.a.,662400.0,1,2024,8,-1.2188679024925646,-9.913530565899093e-05
7804,2024-11-21 04:00:00,130.870375,22.62136111111111,-10.859,4.796,0.00259996730801,0.0660401,111.6339 /L,68.2261,31.986163,108.00059,3.7608102,n.a.,n.a.,28094400.0,11,2024,21,0.9244773945426941,-4.8069748918842716e-05
6528,2024-09-29 00:00:00,148.31233333333333,16.564305555555556,-7.548,6.190,0.00268395962598,0.0313226,41.3238 /L,138.5745,30.169616,113.86046,1.8287081,n.a.,n.a.,23500800.0,9,2024,29,0.6076475419279764,2.0367347016266718e-05
624,2024-01-27 00:00:00,143.91445833333333,18.818166666666666,-12.266,3.701,0.00269768542654,0.0200258,165.4648 /L,14.4961,29.998747,111.55737,1.1783547,n.a.,n.a.,2246400.0,1,2024,27,0.6894357630662896,3.7492643798567055e-05
5453,2024-08-15 05:00:00,261.56825,-27.79138888888889,-11.078,4.699,0.002571203659,-0.0690241,119.8981 /T,59.9758,32.756076,94.511176,-3.875905,n.a.,n.a.,19630800.0,8,2024,15,-1.4627768461034796,-3.565413526239588e-05
6753,2024-10-08 09:00:00,255.05333333333334,-26.26436111111111,-8.808,5.773,0.00264438119359,-0.0477292,61.6368 /T,118.2297,30.971712,97.523417,-2.76293,n.a.,n.a.,24310800.0,10,2024,8,-1.3463592835028775,2.704373787253871e-05
4486,2024-07-05 22:00:00,105.265375,27.71936111111111,-4.378,4.911,0.00258607071627,0.0442482,5.0205 /T,174.9667,32.637353,96.448632,2.477782,n.a.,n.a.,16149600.0,7,2024,5,1.3796583254901564,-2.8357922779037766e-05
7457,2024-11-06 17:00:00,285.07354166666664,-26.13386111111111,-8.726,5.809,0.00259748401519,-0.048015,59.0502 /T,120.821,32.13081,83.186847,-2.727919,n.a.,n.a.,26845200.0,11,2024,6,-1.8640450765182353,3.340420474951065e-05
6291,2024-09-19 03:00:00,9.753666666666666,4.654777777777778,-12.487,3.743,0.00239035490802,0.012658,165.5265 /L,14.4397,38.080026,61.670408,0.6645902,n.a.,n.a.,22647600.0,9,2024,19,2.9674404845071187,-2.893422216019865e-06
8439,2024-12-17 15:00:00,117.66070833333333,25.712194444444442,-12.009,4.032,0.00254415951552,0.0606718,150.6681 /L,29.2597,33.62366,102.74509,3.3630016,n.a.,n.a.,30380400.0,12,2024,17,1.1605119684192913,-8.810740634435663e-05
7951,2024-11-27 07:00:00,198.93729166666665,-8.431166666666666,-7.751,6.105,0.00270697124261,-0.0093029,44.1073 /L,135.783,29.645599,116.94773,-0.553555,n.a.,n.a.,28623600.0,11,2024,27,-0.33135130842223826,3.506523290065398e-05
7616,2024-11-13 08:00:00,13.795166666666667,6.862388888888889,-11.941,4.178,0.0024144869474,-0.0213965,144.2609 /T,35.6574,37.280565,62.228897,-1.121952,n.a.,n.a.,27417600.0,11,2024,13,2.903478196497087,9.205278188055034e-06
2591,2024-04-17 23:00:00,145.946375,18.126,-10.818,4.788,0.00269571477317,0.0266509,114.0015 /T,65.8581,29.778899,112.54725,1.5756056,n.a.,n.a.,9327600.0,4,2024,17,0.6525615986611669,3.3936258449063835e-05
4888,2024-07-22 16:00:00,320.392125,-18.36686111111111,-12.34,3.830,0.00244970078211,-0.0233774,162.8567 /L,17.1028,36.304465,68.910245,-1.240376,n.a.,n.a.,17596800.0,7,2024,22,-2.4531735174023725,-3.287669426126159e-05
333,2024-01-14 21:00:00,343.1519583333333,-9.42375,-8.156,6.048,0.00243162259972,0.0229098,46.6635 /T,133.2334,36.721207,63.643971,1.2119792,n.a.,n.a.,1198800.0,1,2024,14,-2.8225106878949573,1.1484401288767813e-05
2757,2024-04-24 21:00:00,221.51816666666667,-17.251305555555554,-12.363,3.647,0.00265596032337,-0.0339144,169.7008 /L,10.2725,30.947509,111.81959,-1.94945,n.a.,n.a.,9925200.0,4,2024,24,-0.7440894740135939,-1.7218396060163232e-06
6584,2024-10-01 08:00:00,173.71466666666666,4.086111111111111,-5.426,6.233,0.00271246055333,0.0114768,15.7317 /L,164.226,29.659254,118.45444,0.6707406,n.a.,n.a.,23702400.0,10,2024,1,0.13664874087027337,3.7634606446825414e-05
4410,2024-07-02 18:00:00,57.894,24.09525,-7.581,6.243,0.00251612332959,0.0304098,40.2419 /L,139.6662,34.359321,74.660338,1.662523,n.a.,n.a.,15876000.0,7,2024,2,2.1876117459036637,-5.946504368084787e-06
2909,2024-05-01 05:00:00,311.25416666666666,-22.930027777777777,-10.291,5.169,0.00250408706756,-0.0443194,93.4587 /L,86.3992,34.506875,72.625584,-2.429422,n.a.,n.a.,10472400.0,5,2024,1,-2.3074318218349337,-7.236117237643079e-07
6472,2024-09-26 16:00:00,119.14725,25.81775,-9.119,5.656,0.00262725113662,0.0526489,67.6876 /L,112.1733,31.346998,103.13781,3.0252808,n.a.,n.a.,23299200.0,9,2024,26,1.1351365286817758,-6.882486967331198e-06
1958,2024-03-22 14:00:00,156.04475,13.81263888888889,-11.836,4.064,0.00271317091597,0.0093743,150.4768 /T,29.4463,29.590274,115.29762,0.558443,n.a.,n.a.,7048800.0,3,2024,22,0.4670157916389752,4.47356673045538e-05
8555,2024-12-22 11:00:00,176.20204166666667,2.2326111111111113,-10.248,5.087,0.00268866095085,0.027705,95.1107 /L,84.7333,29.872493,118.41393,1.6351208,n.a.,n.a.,30798000.0,12,2024,22,0.0888758247898301,1.3489755685306207e-05
6995,2024-10-18 11:00:00,35.763041666666666,17.240111111111112,-12.503,3.718,0.00240075297586,0.0316086,165.8126 /L,14.1539,37.753151,66.812608,1.6580972,n.a.,n.a.,25182000.0,10,2024,18,2.5515616151361873,-6.604549196171814e-05
1868,2024-03-18 20:00:00,109.88595833333333,27.487000000000002,-10.724,4.857,0.00265043837656,0.0495639,109.1824 /T,70.6736,30.785448,98.155193,2.8787684,n.a.,n.a.,6724800.0,3,2024,18,1.2993176285837151,2.9112735188813882e-05
2861,2024-04-29 05:00:00,281.70283333333333,-27.76061111111111,-11.064,4.711,0.00255601820958,-0.0445146,118.5651 /L,61.3074,33.182693,85.632127,-2.483523,n.a.,n.a.,10299600.0,4,2024,29,-1.8101377378595542,-1.4408544538671141e-05
2874,2024-04-29 18:00:00,289.8308333333333,-26.53225,-10.873,4.834,0.0025419995507,-0.0450618,111.8692 /L,67.9968,33.523453,81.834731,-2.502813,n.a.,n.a.,10346400.0,4,2024,29,-1.947179325740941,-1.1927116887802507e-05
7405,2024-11-04 13:00:00,254.133375,-26.46558333333333,-7.067,6.289,0.00265046171475,-0.0364772,33.9652 /T,145.9492,30.992258,97.872028,-2.108709,n.a.,n.a.,26658000.0,11,2024,4,-1.3310111536746159,3.180745872463425e-05
4953,2024-07-25 09:00:00,356.86804166666667,-1.4575,-11.37,4.584,0.00244411089453,0.0146031,126.4443 /L,53.445,36.326631,61.627976,0.7828969,n.a.,n.a.,17830800.0,7,2024,25,-3.038345917466193,6.450856834338626e-05
7135,2024-10-24 07:00:00,123.83241666666666,24.7105,-10.119,5.196,0.0026124308751,0.0630198,90.5102 /L,89.3393,31.641575,105.13935,3.6090416,n.a.,n.a.,25686000.0,10,2024,24,1.0513916691929919,-2.7570465878415037e-05
833,2024-02-04 17:00:00,242.70441666666667,-23.089805555555557,-9.3,5.579,0.00257112081022,-0.071066,69.7084 /L,110.1513,32.699575,103.81345,-4.002103,n.a.,n.a.,2998800.0,2,2024,4,-1.1249586583229385,-6.374993574469016e-05
7169,2024-10-25 17:00:00,141.848125,19.10161111111111,-9.421,5.505,0.00265819117715,0.0481835,74.3214 /L,105.5309,30.584958,111.87902,2.8054858,n.a.,n.a.,25808400.0,10,2024,25,0.7258341324723732,-3.508714571599965e-07
263,2024-01-11 23:00:00,300.313375,-24.421666666666667,-4.913,5.526,0.00243308277231,-0.026664,8.0196 /T,171.9607,36.81588,77.606244,-1.416399,n.a.,n.a.,946800.0,1,2024,11,-2.1225418680871386,-9.797435166427866e-05
3353,2024-05-19 17:00:00,193.627625,-4.148444444444444,-11.433,4.393,0.00269155832438,-0.0232021,135.9537 /T,43.9404,29.991439,117.87689,-1.358059,n.a.,n.a.,12070800.0,5,2024,19,-0.22851941821826857,1.7807420243204277e-05
247,2024-01-11 07:00:00,289.561625,-26.742361111111112,-4.651,5.046,0.00244556819767,-0.0380262,5.7320 /L,174.2536,36.442933,82.400753,-2.027318,n.a.,n.a.,889200.0,1,2024,11,-1.9430837714705294,-0.00010886903091217358
4471,2024-07-05 07:00:00,95.98870833333334,28.309805555555556,-4.881,5.810,0.00257037800393,0.0425692,9.5255 /L,170.4503,33.030966,92.077467,2.3696728,n.a.,n.a.,16095600.0,7,2024,5,1.5412813395953677,-2.8922626733492596e-05
3098,2024-05-09 02:00:00,58.276583333333335,24.08747222222222,-5.354,6.121,0.00247533565896,0.0500357,13.1705 /T,166.7976,35.557187,74.435119,2.6871386,n.a.,n.a.,11152800.0,5,2024,9,2.180989549928243,-4.766121930962347e-05
2455,2024-04-12 07:00:00,67.82391666666666,26.250944444444446,-8.117,6.067,0.00250934682506,0.0704127,47.7728 /T,132.121,34.442732,78.438755,3.8520344,n.a.,n.a.,8838000.0,4,2024,12,2.021903337631951,-3.5075844697295914e-05
2376,2024-04-09 00:00:00,20.644625,9.415888888888889,-4.378,4.200,0.00240845596708,0.0265987,3.3636 /T,176.6285,37.540919,62.943598,1.3884887,n.a.,n.a.,8553600.0,4,2024,9,2.7919671520770994,-1.7177447338370937e-05
1638,2024-03-09 06:00:00,336.0635833333333,-12.214305555555555,-5.781,6.241,0.00239288476164,-0.0236589,16.4072 /L,163.5535,37.996099,64.739774,-1.238737,n.a.,n.a.,5896800.0,3,2024,9,-2.7074973184641316,-4.76346561061455e-05
7735,2024-11-18 07:00:00,88.381125,28.511861111111113,-11.957,4.116,0.00248576197404,0.0639095,147.1522 /L,32.77,35.174665,88.942518,3.4652288,n.a.,n.a.,27846000.0,11,2024,18,1.6730862566165137,-9.996230338365098e-05
5798,2024-08-29 14:00:00,107.342875,27.66838888888889,-8.223,6.013,0.00261372226626,0.0455695,51.1930 /L,128.6911,31.769065,97.770359,2.5960003,n.a.,n.a.,20872800.0,8,2024,29,1.3436756793028655,-3.846519662230839e-06
1809,2024-03-16 09:00:00,74.611375,27.309611111111114,-9.761,5.387,0.00256382961059,0.0698639,80.4188 /T,99.4356,32.872287,81.506596,3.9222407,n.a.,n.a.,6512400.0,3,2024,16,1.907549959117817,5.007781605963126e-06
4095,2024-06-19 15:00:00,235.74141666666668,-22.5355,-11.87,4.112,0.00261040672342,-0.0510622,150.1675 /T,29.7593,31.952859,106.30192,-2.894369,n.a.,n.a.,14742000.0,6,2024,19,-1.003354750457934,-3.2757545682271516e-05
4267,2024-06-26 19:00:00,340.048375,-10.549972222222223,-11.101,4.742,0.00246931280997,-0.0051668,117.9903 /L,61.8871,35.572319,63.793339,-0.276182,n.a.,n.a.,15361200.0,6,2024,26,-2.7719028895890374,4.010208822659766e-05
3055,2024-05-07 07:00:00,32.42616666666667,15.008527777777777,-5.236,6.011,0.00243668358723,0.0232575,11.6758 /L,168.2959,36.695927,65.557419,1.2271588,n.a.,n.a.,10998000.0,5,2024,7,2.6033021877243137,-2.1568062042824458e-05
2017,2024-03-25 01:00:00,182.15341666666666,0.40647222222222223,-12.527,3.446,0.00271156382685,-0.0107192,177.0194 /T,2.9723,29.70513,118.55712,-0.625082,n.a.,n.a.,7261200.0,3,2024,25,-0.018600107469339804,3.615059991112814e-05
488,2024-01-21 08:00:00,67.13983333333333,25.693444444444445,-11.383,4.468,0.00258964361737,0.0430007,128.9336 /T,50.9492,32.376774,78.026013,2.4331571,n.a.,n.a.,1756800.0,1,2024,21,2.032248786905293,4.656496659592247e-05
5978,2024-09-06 02:00:00,194.622375,-6.768861111111111,-6.877,6.342,0.00271490299964,-0.0044025,32.6222 /T,147.2946,29.534307,117.78583,-0.265024,n.a.,n.a.,21520800.0,9,2024,6,-0.2525428021521904,4.152242764859839e-05
608,2024-01-26 08:00:00,135.88158333333334,21.578027777777777,-12.443,3.544,0.0026891768275,0.0240627,172.0141 /L,7.9644,30.204419,108.78235,1.4096469,n.a.,n.a.,2188800.0,1,2024,26,0.8352736545957882,3.6109512831921774e-05
3809,2024-06-07 17:00:00,92.37029166666666,28.381833333333333,-5.536,6.266,0.00254947183127,0.0527637,15.7828 /T,164.1782,33.542265,90.127169,2.9166667,n.a.,n.a.,13712400.0,6,2024,7,1.6039090782980496,-4.351676075772283e-05
2992,2024-05-04 16:00:00,357.73170833333336,-1.22675,-8.154,6.085,0.0024344471144,-0.018705,47.5407 /L,132.357,36.631477,61.597541,-0.997957,n.a.,n.a.,10771200.0,5,2024,4,-3.052645402262308,5.763581804197216e-05
7781,2024-11-20 05:00:00,117.686375,25.893527777777777,-11.232,4.587,0.00256202252511,0.0703395,123.0788 /L,56.797,32.992747,102.57771,3.9413055,n.a.,n.a.,28011600.0,11,2024,20,1.1605436421573812,-7.024204093570565e-05
7792,2024-11-20 16:00:00,124.12791666666666,24.45872222222222,-11.055,4.688,0.00258046599137,0.068842,117.5577 /L,62.3099,32.496636,105.31388,3.8880253,n.a.,n.a.,28051200.0,11,2024,20,1.0456335945741333,-5.99222835564084e-05
8301,2024-12-11 21:00:00,29.635125,14.755277777777778,-11.612,4.397,0.00244426351175,-0.0090343,132.7002 /T,47.1953,36.356547,65.447085,-0.477975,n.a.,n.a.,29883600.0,12,2024,11,2.6508014807931732,-5.990866027128037e-06
6256,2024-09-17 16:00:00,350.191625,-4.032555555555556,-12.691,3.550,0.00239352891506,-0.0201786,173.5447 /T,6.4397,37.992954,61.854718,-1.046064,n.a.,n.a.,22521600.0,9,2024,17,-2.9298772861939835,-6.818023142346995e-06
3605,2024-05-30 05:00:00,335.4982083333333,-12.171055555555556,-10.411,5.124,0.00248180924963,-0.0215132,96.6648 /L,83.1959,35.156226,64.850101,-1.167933,n.a.,n.a.,12978000.0,5,2024,30,-2.6976280417845726,3.958041817460475e-05
7504,2024-11-08 16:00:00,312.7855416666667,-21.87488888888889,-9.888,5.333,0.00253856455651,-0.0551411,82.7491 /T,97.1052,33.560999,71.301947,-3.065692,n.a.,n.a.,27014400.0,11,2024,8,-2.331095701371979,3.7271280114300424e-05
4097,2024-06-19 17:00:00,236.85879166666666,-22.238,-11.897,4.092,0.0026079449964,-0.0512255,151.1386 /T,28.7904,32.017395,105.85102,-2.900466,n.a.,n.a.,14749200.0,6,2024,19,-1.0218575197879771,-3.401849333655414e-05
2662,2024-04-20 22:00:00,178.018625,2.6573333333333333,-11.707,4.173,0.00270945705377,-0.0087366,146.1313 /T,33.7826,29.649223,118.45195,-0.510749,n.a.,n.a.,9583200.0,4,2024,20,0.058640508346429886,3.4142932763477594e-05
2834,2024-04-28 02:00:00,264.90641666666664,-27.70488888888889,-11.43,4.454,0.00258435833169,-0.0425885,132.2442 /L,47.6472,32.524099,93.633514,-2.396501,n.a.,n.a.,10202400.0,4,2024,28,-1.5201537127328815,-1.701497657637498e-05
1339,2024-02-25 19:00:00,171.76254166666666,5.992416666666667,-12.256,3.699,0.00271589431495,-0.0013868,166.0693 /L,13.8932,29.595435,117.88256,-0.076227,n.a.,n.a.,4820400.0,2,2024,25,0.175323607691072,4.145500279106179e-05
4561,2024-07-09 01:00:00,146.75008333333332,17.254305555555554,-7.178,6.309,0.00266388353071,0.0371904,36.3232 /T,143.5878,30.65919,112.9909,2.1528377,n.a.,n.a.,16419600.0,7,2024,9,0.6364114894922217,1.4379400514645882e-06
4219,2024-06-24 19:00:00,312.598875,-21.67563888888889,-11.82,4.236,0.00248509336534,-0.0226793,144.2490 /L,35.6694,35.236979,71.907143,-1.222876,n.a.,n.a.,15188400.0,6,2024,24,-2.327353122815894,-1.675859773484162e-05
2980,2024-05-04 04:00:00,351.2712916666667,-5.777444444444444,-8.56,5.945,0.00244076987119,-0.0249506,54.3492 /L,125.5378,36.411457,62.087109,-1.333824,n.a.,n.a.,10728000.0,5,2024,4,-2.9530746005856696,4.479602987315489e-05
5153,2024-08-02 17:00:00,112.49025,26.852500000000003,-5.977,6.392,0.00261439603083,0.0392845,21.0789 /L,158.8677,31.905759,99.9852,2.2259542,n.a.,n.a.,18550800.0,8,2024,2,1.2527175098878869,-1.0740528742638183e-05
