,Datetime,RA,DEC,Lon,Lat,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start
4027,2024-06-16 19:00:00,201.67029166666666,-9.835472222222222,203.68502485419458,-0.6873577847308863,-10.926,4.740,0.00268094949044,-0.0305569,118.0413 /T,61.8253,30.137477,116.61236,-1.789381,n.a.,n.a.,14497200.0
8420,2024-12-16 20:00:00,105.789,27.57627777777778,104.0106426525479,4.901558101846077,-12.286,3.817,0.00251734481449,0.0561304,160.4001 /L,19.551,34.383385,97.405539,3.0763503,n.a.,n.a.,30312000.0
8065,2024-12-02 01:00:00,257.5485,-26.172555555555554,258.81544488845213,-3.2149101808911547,-4.968,5.821,0.00263267563994,-0.0370123,10.1983 /T,169.7747,31.510109,96.089044,-2.119554,n.a.,n.a.,29034000.0
340,2024-01-15 04:00:00,347.02816666666666,-7.341805555555555,345.2084164981192,-1.6439522453400577,-8.398,5.968,0.00243581101314,0.0267625,50.6142 /T,129.2761,36.576023,63.001377,1.419871,n.a.,n.a.,1224000.0
5020,2024-07-28 04:00:00,32.740916666666664,15.684472222222222,35.855376589847616,2.344721447683232,-10.137,5.262,0.00248764111593,0.035789,89.3824 /L,90.4773,34.976322,65.995774,1.9488745,n.a.,n.a.,18072000.0
6897,2024-10-14 09:00:00,340.2318333333333,-10.920194444444444,337.6361569323332,-2.390775982000444,-11.697,4.354,0.00243077452808,-0.0518859,136.3642 /T,43.5395,36.723236,63.314626,-2.748953,n.a.,n.a.,24829200.0
3709,2024-06-03 13:00:00,31.015833333333333,14.465277777777777,33.87418824833373,1.7602097287784977,-7.561,6.255,0.00246493436,0.012922,39.2588 /L,140.6527,35.793429,65.350358,0.6898095,n.a.,n.a.,13352400.0
4755,2024-07-17 03:00:00,237.43716666666666,-23.91225,240.4482526422711,-3.750580672424295,-11.202,4.599,0.00261333419709,-0.0582727,125.7017 /T,54.1787,31.74757,105.44179,-3.322147,n.a.,n.a.,17118000.0
262,2024-01-11 22:00:00,299.6480833333333,-24.292833333333334,296.8465864689761,-3.5755345156222464,-4.865,5.452,0.00243373329989,-0.0274003,7.5822 /T,172.3992,36.796738,77.893952,-1.455707,n.a.,n.a.,943200.0
2473,2024-04-13 01:00:00,79.13733333333333,27.872944444444446,80.37783608750337,4.796000291476264,-8.65,5.872,0.00254029787302,0.0719411,57.2411 /T,122.6368,33.563905,83.612192,3.9899352,n.a.,n.a.,8902800.0
74,2024-01-04 02:00:00,191.47420833333334,-3.8804166666666666,192.0622026641414,0.9657977750560478,-10.094,5.167,0.00268163729337,-0.0352681,90.6878 /L,89.156,30.023938,117.91144,-2.075308,n.a.,n.a.,266400.0
1832,2024-03-17 08:00:00,88.6055,28.474166666666665,88.7712792710871,5.040944374821434,-10.178,5.171,0.00260099030597,0.0638613,91.8798 /T,87.9706,31.93188,88.086871,3.6399681,n.a.,n.a.,6595200.0
6755,2024-10-08 11:00:00,256.21166666666664,-26.131249999999998,257.61476799222584,-3.2822849252448663,-8.859,5.753,0.00264206543499,-0.0484929,62.5880 /T,117.2774,31.021658,96.981942,-2.80488,n.a.,n.a.,24318000.0
8235,2024-12-09 03:00:00,354.2985,-2.5988611111111113,353.73155544559603,-0.12175306010277845,-10.461,5.069,0.00247995201745,-0.0322505,96.2403 /T,83.6163,35.193255,61.684889,-1.75037,n.a.,n.a.,29646000.0
7906,2024-11-25 10:00:00,179.28616666666667,0.8608888888888888,178.99992096822862,0.5058756979247714,-8.921,5.692,0.00270471786333,0.0143592,64.2784 /L,115.5799,29.579143,118.52919,0.8482419,n.a.,n.a.,28461600.0
62,2024-01-03 14:00:00,186.18833333333333,-0.6973055555555555,185.95389936263928,1.816989482723678,-10.284,5.067,0.00269079401522,-0.0281142,96.1387 /L,83.7054,29.824005,118.17325,-1.659459,n.a.,n.a.,223200.0
2984,2024-05-04 08:00:00,353.42745833333333,-4.9183055555555555,352.01532419226646,-1.9083885558077924,-8.429,5.992,0.0024384633404,-0.0229613,52.0843 /L,127.8061,36.490385,61.880627,-1.226461,n.a.,n.a.,10742400.0
3970,2024-06-14 10:00:00,176.57054166666666,3.0969444444444445,175.62060877436255,1.4786792774685718,-10.06,5.211,0.00270125433854,0.0022169,92.1220 /T,87.7258,29.61726,118.26699,0.1315712,n.a.,n.a.,14292000.0
3912,2024-06-12 00:00:00,150.32695833333332,15.987638888888888,146.81868356409305,3.6346849184522982,-8.955,5.725,0.00267393426469,0.0356311,65.6773 /T,114.1851,30.27855,113.86469,2.0827959,n.a.,n.a.,14083200.0
6636,2024-10-03 12:00:00,196.32908333333333,-7.872416666666667,198.0569728336331,-0.8526654281522136,-4.614,5.528,0.0027164053513,-0.0050864,7.8062 /T,172.1728,29.592952,117.58588,-0.305542,n.a.,n.a.,23889600.0
7553,2024-11-10 17:00:00,339.8815,-10.877694444444444,337.33277301711007,-2.2226104532498225,-10.873,4.853,0.00247397052801,-0.0518899,108.7847 /T,71.0798,35.361882,63.440837,-2.807423,n.a.,n.a.,27190800.0
424,2024-01-18 16:00:00,31.396125,14.103,34.097522179662,1.2940880002051105,-10.435,5.064,0.00251863921114,0.0477717,96.3888 /T,83.4655,34.104697,65.347953,2.6349277,n.a.,n.a.,1526400.0
5570,2024-08-20 02:00:00,334.7115416666667,-12.305527777777778,332.094370449472,-1.691830870327277,-12.687,3.536,0.00241499115817,-0.0223552,174.6871 /L,5.3004,37.342965,64.602714,-1.169214,n.a.,n.a.,20052000.0
2741,2024-04-24 05:00:00,213.61058333333332,-14.477444444444444,216.2402497162521,-0.9266342248398863,-12.54,3.467,0.00266852533714,-0.0312771,176.9090 /L,3.083,30.666213,114.17572,-1.805402,n.a.,n.a.,9867600.0
3962,2024-06-14 02:00:00,173.07879166666666,4.960111111111111,171.68322215703864,1.8091427328834422,-9.926,5.279,0.00270034995854,0.0071747,88.5037 /T,91.344,29.636833,118.02987,0.4247997,n.a.,n.a.,14263200.0
1806,2024-03-16 06:00:00,72.78308333333334,27.05038888888889,74.66801898838496,4.5231327305710405,-9.702,5.416,0.00255876602297,0.0703894,78.8966 /T,100.9588,33.005342,80.669695,3.9433909,n.a.,n.a.,6501600.0
3219,2024-05-14 03:00:00,131.923375,22.81061111111111,128.17211421647028,4.753930849352264,-9.411,5.532,0.00265051250404,0.0499352,74.7442 /T,105.1108,30.77725,107.65122,2.8975817,n.a.,n.a.,11588400.0
5639,2024-08-22 23:00:00,13.034291666666666,6.3446388888888885,14.452316014471023,0.700631800323269,-11.65,4.400,0.00242384722705,0.0306822,135.5164 /L,44.3877,36.948161,62.075774,1.6275131,n.a.,n.a.,20300400.0
2594,2024-04-18 02:00:00,147.38866666666667,17.552055555555555,143.63339864397204,4.145294119657225,-10.858,4.764,0.00269757874216,0.0249832,115.3675 /T,64.4935,29.743681,112.98567,1.4780513,n.a.,n.a.,9338400.0
2545,2024-04-16 01:00:00,122.24470833333334,25.391277777777777,118.94458877551097,5.133673414004982,-10.149,5.174,0.00265223611106,0.0513935,92.7321 /T,87.1166,30.708994,103.68109,2.9885503,n.a.,n.a.,9162000.0
3413,2024-05-22 05:00:00,221.98641666666666,-17.072527777777776,224.70677265817258,-0.8586668180185981,-12.206,3.801,0.00264397896867,-0.0398444,163.7947 /T,16.1634,31.208275,111.5331,-2.282208,n.a.,n.a.,12286800.0
6794,2024-10-10 02:00:00,279.52441666666664,-27.559916666666666,278.4506967696214,-4.399937623362522,-9.777,5.374,0.00259004218442,-0.0616806,81.5192 /T,98.3337,32.219543,85.855259,-3.50003,n.a.,n.a.,24458400.0
1734,2024-03-13 06:00:00,30.251375,14.01977777777778,33.025033128795116,1.595336861006004,-7.697,6.194,0.00243992977253,0.0581786,40.2349 /T,139.6743,36.459578,64.956099,3.092598,n.a.,n.a.,6242400.0
3540,2024-05-27 12:00:00,297.57525,-25.874055555555554,294.6960956823859,-4.769108534081145,-11.447,4.483,0.00252441392102,-0.0324571,131.4877 /L,48.4057,34.094529,78.256404,-1.783196,n.a.,n.a.,12744000.0
4265,2024-06-26 17:00:00,338.96045833333335,-10.029333333333334,336.80801879253164,-1.097788795773328,-11.134,4.722,0.00246957725571,-0.0058244,119.0907 /L,60.788,35.568947,64.012242,-0.311564,n.a.,n.a.,15354000.0
4877,2024-07-22 05:00:00,313.7124166666667,-20.114805555555556,310.49981273272647,-2.610362907779037,-12.485,3.692,0.00245678897548,-0.0301406,168.6781 /L,11.2949,36.107997,71.273528,-1.604548,n.a.,n.a.,17557200.0
5313,2024-08-09 09:00:00,190.14795833333332,-3.2539444444444445,190.59889695773785,1.0252043885774844,-8.318,5.958,0.00270911139287,-0.0038268,54.2568 /T,125.6188,29.545748,118.16327,-0.229921,n.a.,n.a.,19126800.0
2898,2024-04-30 18:00:00,304.6284166666667,-23.200999999999997,301.54180303825757,-3.474785609646424,-10.487,5.062,0.00251591706712,-0.0449916,99.3070 /L,80.5519,34.189495,75.304661,-2.476835,n.a.,n.a.,10432800.0
1716,2024-03-12 12:00:00,20.125166666666665,9.139722222222222,22.014017246106086,0.6079103853978397,-6.949,6.342,0.00241706682016,0.0468534,29.9521 /T,149.9783,37.197948,62.898044,2.4636398,n.a.,n.a.,6177600.0
7234,2024-10-28 10:00:00,171.89841666666666,5.029305555555555,170.5750737613905,1.4088589877553277,-7.765,6.111,0.00270806582191,0.0158351,44.5722 /L,135.3178,29.614567,118.2652,0.9318211,n.a.,n.a.,26042400.0
3496,2024-05-25 16:00:00,269.86308333333335,-27.609111111111112,269.8687673883033,-4.169814739622864,-12.025,4.017,0.00256213036764,-0.0385653,154.2526 /L,25.6848,33.201502,91.150924,-2.142827,n.a.,n.a.,12585600.0
5302,2024-08-08 22:00:00,185.37029166666667,-1.8263888888888888,185.64976828383584,0.4565377684435449,-8.021,6.060,0.00270936805052,0.0018353,49.2990 /T,130.5848,29.567078,118.45848,0.1049088,n.a.,n.a.,19087200.0
4756,2024-07-17 04:00:00,237.99645833333332,-23.77116666666667,240.91897151269788,-3.5038476410335138,-11.217,4.590,0.00261192889286,-0.0585116,126.1886 /T,53.6926,31.784107,105.21148,-3.333673,n.a.,n.a.,17121600.0
713,2024-01-30 17:00:00,184.186375,0.520888888888889,183.63194703896883,2.1418833050660866,-11.2,4.528,0.00270612580209,-0.0159763,125.8907 /L,53.9821,29.601521,118.29883,-0.941904,n.a.,n.a.,2566800.0
6679,2024-10-05 07:00:00,216.006375,-16.648777777777777,219.13168365606404,-2.22469933917102,-6.478,6.374,0.00270383475215,-0.0194671,27.3129 /T,152.616,29.805021,113.14264,-1.149926,n.a.,n.a.,24044400.0
3705,2024-06-03 09:00:00,28.786416666666668,13.45675,31.49434831031223,1.5598887332852724,-7.716,6.216,0.00246377929907,0.011083,41.4696 /L,138.438,35.816905,64.805548,0.5910499,n.a.,n.a.,13338000.0
6416,2024-09-24 08:00:00,85.29945833333333,28.57725,85.85780860783264,5.205691631159426,-10.34,5.121,0.00254508944255,0.0670246,95.5402 /L,84.3152,33.35998,87.320713,3.7371101,n.a.,n.a.,23097600.0
4092,2024-06-19 12:00:00,234.07908333333333,-22.995361111111112,237.2342670177356,-3.5479020470973532,-11.829,4.143,0.00261408297716,-0.0507673,148.7131 /T,31.2104,31.856621,106.96275,-2.882359,n.a.,n.a.,14731200.0
4393,2024-07-02 01:00:00,47.788125,21.16113888888889,51.12887346817197,3.2363526605929454,-8.183,6.067,0.00250449123873,0.0264601,49.2673 /L,130.6255,34.63617,70.735353,1.4418459,n.a.,n.a.,15814800.0
6991,2024-10-18 07:00:00,33.35191666666667,16.230277777777776,36.592079269546886,2.6631992569203082,-12.567,3.663,0.00239787836511,0.0281052,168.1489 /L,11.823,37.848529,66.11173,1.4731244,n.a.,n.a.,25167600.0
5994,2024-09-06 18:00:00,201.71233333333333,-9.1555,203.4722386035998,-0.04027615993834089,-7.411,6.230,0.00271188899956,-0.0113447,39.8404 /T,140.0608,29.560826,116.65799,-0.675112,n.a.,n.a.,21578400.0
8398,2024-12-15 22:00:00,91.36479166666666,28.436138888888888,91.20655779120605,5.002645613437077,-12.593,3.560,0.00248978546063,0.0474188,171.2971 /L,8.6812,35.176335,90.594226,2.5703358,n.a.,n.a.,30232800.0
8189,2024-12-07 05:00:00,330.188625,-14.646666666666667,327.1497778379367,-2.330760449425173,-9.439,5.537,0.00251908126698,-0.037357,71.7050 /T,108.1559,34.133861,65.639286,-2.060282,n.a.,n.a.,29480400.0
5087,2024-07-30 23:00:00,72.04395833333334,27.077416666666668,74.01578231173548,4.629330532132926,-8.432,5.966,0.00255051779271,0.0405243,54.0330 /L,125.8502,33.366983,80.986342,2.2526177,n.a.,n.a.,18313200.0
1333,2024-02-25 13:00:00,169.12425,7.368722222222222,167.1186644262049,2.4779205555757082,-12.323,3.636,0.00271595433549,0.0005483,168.6774 /L,11.292,29.600979,117.57832,0.0379412,n.a.,n.a.,4798800.0
2564,2024-04-16 20:00:00,132.42108333333334,22.784166666666668,128.6228071903814,4.851408135707642,-10.441,5.012,0.00267352539935,0.0415666,101.6058 /T,78.2447,30.234136,107.82668,2.4371952,n.a.,n.a.,9230400.0
7715,2024-11-17 11:00:00,74.96,27.59836111111111,76.65757945460537,4.8533000367731995,-12.268,3.880,0.00245710719798,0.0545417,158.0613 /L,21.8858,36.044922,82.589816,2.9218369,n.a.,n.a.,27774000.0
1995,2024-03-24 03:00:00,172.57191666666668,5.5738611111111105,170.97678226472974,2.1736565594082466,-12.269,3.688,0.0027154491472,-0.0038573,167.1744 /T,12.7908,29.605091,118.0745,-0.221862,n.a.,n.a.,7182000.0
4385,2024-07-01 17:00:00,43.15658333333333,19.564500000000002,46.50691569273817,2.915916319785983,-8.444,5.979,0.00249957599851,0.0246088,53.5466 /L,126.3398,34.752756,69.109983,1.3392015,n.a.,n.a.,15786000.0
6079,2024-09-10 07:00:00,243.89525,-24.077916666666667,246.27579844438728,-2.7621281687330983,-9.604,5.442,0.00264638250656,-0.0529253,78.9193 /T,100.9329,30.858441,102.59508,-3.070133,n.a.,n.a.,21884400.0
2652,2024-04-20 12:00:00,173.66295833333334,4.998722222222222,172.20275842644605,2.07465710048939,-11.585,4.266,0.00271105742531,-0.0045115,141.6050 /T,38.299,29.589714,118.17333,-0.262099,n.a.,n.a.,9547200.0
7585,2024-11-12 01:00:00,356.9815,-1.7971666666666668,356.5109567210958,-0.4491082039540269,-11.435,4.525,0.00243793577159,-0.0403024,126.5660 /T,53.3207,36.485782,61.485339,-2.143283,n.a.,n.a.,27306000.0
2976,2024-05-04 00:00:00,349.11066666666665,-6.647861111111111,347.38367344828055,-1.809543919661353,-8.686,5.898,0.00244326327267,-0.026844,56.6088 /L,123.275,36.327452,62.336628,-1.436414,n.a.,n.a.,10713600.0
2523,2024-04-15 03:00:00,109.74725,27.52611111111111,107.51363043025592,5.279333333651234,-9.769,5.370,0.00262233938558,0.0611758,82.2414 /T,97.6102,31.418039,98.109684,3.514436,n.a.,n.a.,9082800.0
5670,2024-08-24 06:00:00,30.208708333333334,14.784583333333334,33.249389930060524,2.327776817787948,-11.126,4.731,0.00245295680417,0.046129,117.9466 /L,61.9309,36.002028,65.288781,2.4770162,n.a.,n.a.,20412000.0
4013,2024-06-16 05:00:00,195.36758333333333,-5.033111111111111,196.0878778832608,1.4047055214729738,-10.724,4.857,0.00269004748625,-0.02332,111.6240 /T,68.235,29.907415,117.57213,-1.371577,n.a.,n.a.,14446800.0
867,2024-02-06 03:00:00,263.658625,-26.007638888888888,264.28726059410377,-2.6937413185895753,-8.423,5.940,0.00251179409751,-0.0721228,52.2305 /L,127.6538,34.342924,94.36074,-3.960289,n.a.,n.a.,3121200.0
8143,2024-12-05 07:00:00,304.41504166666664,-23.740972222222222,301.2284874034443,-3.956601190835104,-8.123,6.025,0.00256117943526,-0.0383639,47.9877 /T,131.9016,33.12582,74.498079,-2.146251,n.a.,n.a.,29314800.0
2763,2024-04-25 03:00:00,224.576625,-18.11947222222222,227.3733151200705,-1.145690444465518,-12.294,3.715,0.00265099947945,-0.0347941,166.8736 /L,13.0924,31.057173,110.79958,-1.996836,n.a.,n.a.,9946800.0
452,2024-01-19 20:00:00,46.59579166666666,20.148166666666665,49.77883427280583,2.563102814978179,-10.885,4.801,0.00255063077362,0.046768,110.8623 /T,68.999,33.289289,69.892109,2.6110661,n.a.,n.a.,1627200.0
5888,2024-09-02 08:00:00,154.86741666666666,13.623194444444445,151.76838196217227,2.9753962042209148,-4.717,5.692,0.00269022970572,0.024652,8.7567 /L,171.2198,30.165946,115.49638,1.4340033,n.a.,n.a.,21196800.0
7655,2024-11-14 23:00:00,36.290416666666665,17.448722222222223,39.65215432338225,2.8953076825511777,-12.533,3.684,0.00240862535594,0.0097393,166.6239 /T,13.3437,37.537983,67.118441,0.5161351,n.a.,n.a.,27558000.0
5977,2024-09-06 01:00:00,194.18375,-6.998777777777778,195.757288165907,-0.862328554398761,-6.842,6.348,0.00271500394816,-0.0039873,32.1714 /T,147.7464,29.534434,117.8409,-0.240496,n.a.,n.a.,21517200.0
2944,2024-05-02 16:00:00,331.51704166666667,-14.220555555555555,328.5053957188665,-2.378545324471815,-9.558,5.532,0.00246879946949,-0.0384255,74.4630 /L,105.4016,35.518858,65.85475,-2.077716,n.a.,n.a.,10598400.0
3601,2024-05-30 01:00:00,333.3045,-13.187944444444444,330.4962038336255,-2.024953878332861,-10.485,5.084,0.00248391812364,-0.0223039,98.8405 /L,81.0208,35.099307,65.387992,-1.211593,n.a.,n.a.,12963600.0
2891,2024-04-30 11:00:00,300.35470833333335,-24.26136111111111,297.48536821301093,-3.673073110837726,-10.605,4.995,0.00252351418836,-0.0451891,102.9986 /L,76.8617,33.990883,77.123163,-2.494338,n.a.,n.a.,10407600.0
3267,2024-05-16 03:00:00,155.63420833333333,13.883527777777777,152.3694463325217,3.4875308108826375,-10.249,5.113,0.00269375272373,0.0237846,96.9495 /T,82.8991,29.780905,115.18666,1.4057612,n.a.,n.a.,11761200.0
8738,2024-12-30 02:00:00,268.00483333333335,-27.58083333333333,268.21743439040455,-4.153745068118089,-5.126,5.932,0.00259983961083,-0.0459632,11.4150 /L,168.5547,32.296509,90.878582,-2.598581,n.a.,n.a.,31456800.0
2099,2024-03-28 11:00:00,219.535625,-17.999472222222224,222.75726146056365,-2.4466947445963454,-11.727,4.180,0.00266731174768,-0.0340423,145.0725 /L,34.8402,30.588665,112.48184,-1.97231,n.a.,n.a.,7556400.0
4200,2024-06-24 00:00:00,300.895625,-24.674805555555555,297.88441267681577,-4.177916245912487,-12.078,4.020,0.00249715521667,-0.0300644,154.4519 /L,25.4878,34.938783,76.640527,-1.627823,n.a.,n.a.,15120000.0
1428,2024-02-29 12:00:00,211.264625,-13.563305555555555,213.78935384258006,-0.8297083589140083,-11.212,4.539,0.00267771433097,-0.0361198,125.9382 /L,53.9367,30.235324,114.75691,-2.110419,n.a.,n.a.,5140800.0
8760,2024-12-31 00:00:00,281.56620833333335,-26.040194444444445,280.3832040808206,-3.0172786199565276,-4.457,4.831,0.00257596142627,-0.0438776,4.9961 /T,174.9908,32.909012,84.433628,-2.457643,n.a.,n.a.,31536000.0
518,2024-01-22 14:00:00,84.93075,27.960444444444445,85.51101012108106,4.600270387143463,-11.757,4.181,0.00261929170671,0.0390748,143.5671 /T,36.3424,31.727932,86.142219,2.2322234,n.a.,n.a.,1864800.0
3107,2024-05-09 11:00:00,63.936625,25.417833333333334,66.55767163367585,4.0751188458916525,-5.817,6.326,0.00248664424365,0.0542894,18.0323 /T,161.9241,35.223048,76.819006,2.9300793,n.a.,n.a.,11185200.0
2820,2024-04-27 12:00:00,256.40225,-26.467333333333336,257.81692077265774,-3.600741156125261,-11.609,4.317,0.00259849690739,-0.0413276,139.2230 /L,40.6808,32.207333,97.628528,-2.335132,n.a.,n.a.,10152000.0
3000,2024-05-05 00:00:00,2.034375,0.44119444444444444,2.037322506751037,-0.4042991544818472,-7.86,6.175,0.00243128414491,-0.0141012,42.9814 /L,136.9241,36.747745,61.488853,-0.752229,n.a.,n.a.,10800000.0
7104,2024-10-23 00:00:00,105.56308333333334,27.901833333333332,103.7758214281914,5.203638671554833,-10.694,4.916,0.00256185816986,0.0715215,105.8837 /L,73.9746,32.926943,97.007206,4.0139518,n.a.,n.a.,25574400.0
458,2024-01-20 02:00:00,49.93975,21.263444444444445,53.094310854970594,2.809457462549026,-10.974,4.746,0.00255734955134,0.0462771,113.9146 /T,65.9493,33.126201,71.083255,2.5898855,n.a.,n.a.,1648800.0
1250,2024-02-22 02:00:00,129.55225,23.480388888888886,125.88478626501038,4.832670322965858,-11.935,3.995,0.00268981313475,0.0255039,152.8919 /T,27.0371,30.123426,106.57417,1.4967714,n.a.,n.a.,4500000.0
8687,2024-12-27 23:00:00,238.22083333333333,-23.33297222222222,241.02798276427754,-3.032206719125774,-7.179,6.253,0.00265467157626,-0.0408891,35.2654 /L,144.645,30.878597,104.50958,-2.367746,n.a.,n.a.,31273200.0
7681,2024-11-16 01:00:00,52.50208333333333,23.064333333333334,55.84656073217177,3.9612293551844586,-12.753,3.465,0.00242150410342,0.0311907,175.5435 /L,4.4457,37.151381,72.820138,1.6486645,n.a.,n.a.,27651600.0
2107,2024-03-28 19:00:00,223.54016666666666,-18.472444444444445,226.5310655379261,-1.7652591135097069,-11.632,4.257,0.00266053567776,-0.0363594,141.3146 /L,38.5903,30.724108,111.18544,-2.103031,n.a.,n.a.,7585200.0
4678,2024-07-13 22:00:00,199.26629166666666,-8.758416666666667,201.08225653662225,-0.5719912463126818,-9.973,5.259,0.0026928343255,-0.0229223,89.6296 /T,90.2186,29.801114,116.97137,-1.353699,n.a.,n.a.,16840800.0
8717,2024-12-29 05:00:00,255.34441666666666,-26.370666666666665,256.86281191672424,-3.5966816522750342,-6.046,6.324,0.00262309892861,-0.0456895,21.1631 /L,158.7815,31.696094,96.869987,-2.608386,n.a.,n.a.,31381200.0
1416,2024-02-29 00:00:00,205.67620833333334,-10.156833333333333,207.47584606492063,0.45020090792892126,-11.359,4.434,0.00268738206566,-0.0308565,131.4499 /L,48.4339,30.049981,116.0371,-1.806793,n.a.,n.a.,5097600.0
3509,2024-05-26 05:00:00,278.0729166666667,-27.690944444444444,277.1552183407022,-4.452223066671025,-11.86,4.159,0.00255031968234,-0.0369137,147.6142 /L,32.3089,33.481579,87.241978,-2.04349,n.a.,n.a.,12632400.0
8107,2024-12-03 19:00:00,282.88783333333333,-26.084083333333336,281.5642339440602,-3.1611706416114886,-6.819,6.323,0.00259442886577,-0.038307,30.0207 /T,149.9038,32.375375,84.056836,-2.165716,n.a.,n.a.,29185200.0
84,2024-01-04 12:00:00,195.93704166666666,-5.543,196.80710119921358,1.1509893112824443,-9.927,5.253,0.00267245784459,-0.0409839,86.1112 /L,93.7333,30.232024,117.48935,-2.40339,n.a.,n.a.,302400.0
4849,2024-07-21 01:00:00,296.0470833333333,-25.76325,293.3585717513327,-4.412496841302444,-12.572,3.590,0.00248249244134,-0.0456073,172.9125 /T,7.0701,35.371,78.517193,-2.454835,n.a.,n.a.,17456400.0
1533,2024-03-04 21:00:00,269.460625,-27.548305555555554,269.5109699470719,-4.109847285889741,-9.559,5.487,0.00253454527907,-0.0706752,74.9757 /L,104.8828,33.643054,91.517257,-3.924105,n.a.,n.a.,5518800.0
1003,2024-02-11 19:00:00,350.077625,-5.078333333333333,348.88357502200904,-0.7415000625699477,-6.659,6.351,0.0024000885219,0.0214926,26.0646 /T,153.8742,37.753933,62.400368,1.1189766,n.a.,n.a.,3610800.0
2105,2024-03-28 17:00:00,222.5305,-18.846777777777778,225.72428956845016,-2.401653941016068,-11.656,4.238,0.00266227153478,-0.0357787,142.2558 /L,37.651,30.689251,111.52173,-2.070346,n.a.,n.a.,7578000.0
882,2024-02-06 18:00:00,273.499,-27.676666666666666,273.0972525467154,-4.275066919109438,-7.944,6.102,0.00248627726385,-0.068867,44.2278 /L,135.6711,35.093171,89.699983,-3.74009,n.a.,n.a.,3175200.0
7455,2024-11-06 15:00:00,283.86983333333336,-26.014916666666664,282.4504562597889,-3.1736223105874295,-8.67,5.829,0.00259978522417,-0.0476028,58.0655 /T,121.8069,32.078755,83.750281,-2.706628,n.a.,n.a.,26838000.0
5,2024-01-01 05:00:00,161.074625,11.686055555555555,158.12106221319726,3.410580063057045,-11.085,4.601,0.00270567531135,0.0058154,121.7295 /L,58.1367,29.591329,115.89044,0.3473432,n.a.,n.a.,18000.0
787,2024-02-02 19:00:00,217.960375,-16.925333333333334,220.9943030696914,-1.8921584051318918,-10.171,5.147,0.00264220259567,-0.0552139,92.0321 /L,87.8144,30.927012,112.87098,-3.199245,n.a.,n.a.,2833200.0
223,2024-01-10 07:00:00,273.28591666666665,-27.81811111111111,272.90483469836187,-4.412016784206808,-5.783,6.238,0.00247189704507,-0.052525,16.9442 /L,163.0135,35.648445,90.020989,-2.828588,n.a.,n.a.,802800.0
5035,2024-07-28 19:00:00,41.14120833333333,19.064722222222223,44.53944041160112,3.0000692209457163,-9.807,5.414,0.00250095127229,0.0378355,81.3088 /L,98.5516,34.611051,68.528485,2.0700914,n.a.,n.a.,18126000.0
6628,2024-10-03 04:00:00,192.81329166666666,-5.715416666666667,194.004987156455,-0.20574631951962294,-4.214,4.581,0.00271713970787,-0.0025462,4.1936 /T,175.7952,29.581164,118.03589,-0.155811,n.a.,n.a.,23860800.0
2797,2024-04-26 13:00:00,242.96279166666667,-24.770055555555558,245.5626557117409,-3.5944294685259,-11.892,4.084,0.0026207380448,-0.0389916,150.5284 /L,29.3986,31.718612,103.6448,-2.217364,n.a.,n.a.,10069200.0
4308,2024-06-28 12:00:00,1.71925,0.18005555555555555,1.6443033628445451,-0.5186393251196717,-10.371,5.153,0.00247031155834,0.0067012,95.4292 /L,84.4323,35.487829,61.603967,0.3628405,n.a.,n.a.,15508800.0
7810,2024-11-21 10:00:00,134.13216666666668,21.610000000000003,130.47341467481027,4.155373488262047,-10.76,4.849,0.00260937371846,0.0642227,108.7089 /L,71.1479,31.745285,109.22381,3.6718061,n.a.,n.a.,28116000.0
3461,2024-05-24 05:00:00,248.42925,-25.73091666666667,250.60705326282664,-3.7313802769592836,-12.442,3.620,0.00259607918072,-0.0416287,171.3641 /L,8.6141,32.386635,101.11911,-2.339979,n.a.,n.a.,12459600.0
3978,2024-06-14 18:00:00,180.049125,1.2228611111111112,179.5558026306164,1.1413725079339239,-10.191,5.145,0.00270120390948,-0.0027365,95.7390 /T,84.1094,29.621154,118.38946,-0.161533,n.a.,n.a.,14320800.0
8215,2024-12-08 07:00:00,343.92829166666667,-7.158277777777778,342.4404480420803,-0.29028086793938124,-10.045,5.269,0.00249626553622,-0.0352824,85.4726 /T,94.3826,34.733068,62.769867,-1.928634,n.a.,n.a.,29574000.0
7827,2024-11-22 03:00:00,143.001625,18.464805555555554,139.38292895064362,3.64230236544431,-10.472,4.996,0.00263438511441,0.0577638,100.5447 /L,79.3052,31.122684,112.25322,3.3367983,n.a.,n.a.,28177200.0
6965,2024-10-17 05:00:00,18.123958333333334,9.048583333333333,20.148155519034436,1.266232055632927,-12.778,3.471,0.00238778204786,0.0038652,175.9795 /T,4.0106,38.180005,62.711929,0.2066288,n.a.,n.a.,25074000.0
4957,2024-07-25 13:00:00,358.99804166666667,-0.608638888888889,358.833608146028,-0.15991349750160255,-11.305,4.626,0.00244560763251,0.0164852,124.1955 /L,55.6906,36.272619,61.558501,0.8839482,n.a.,n.a.,17845200.0
2793,2024-04-26 09:00:00,240.70491666666666,-23.290194444444445,243.255906519659,-2.528775062316478,-11.94,4.042,0.0026244700167,-0.0385512,152.4747 /L,27.4566,31.637215,104.60255,-2.194713,n.a.,n.a.,10054800.0
